pair,acronym,description,frequency
"('IL-18', 'interleucina-18')",IL-18,interleucina-18,1
"('IMCO', 'imagen corporal')",IMCO,imagen corporal,1
"('IPS', 'institución pública de salud')",IPS,institución pública de salud,1
"('SMD', 'síndrome mielodisplásico')",SMD,síndrome mielodisplásico,1
"('ERT', 'enfermedad renal terminal')",ERT,enfermedad renal terminal,2
"('IA', 'ingestas adecuadas')",IA,ingestas adecuadas,1
"('PS', 'prácticas de seguridad')",PS,prácticas de seguridad,2
"('EMC', 'estado de minima conciencia')",EMC,estado de minima conciencia,1
"('CES-D', 'center for epidemiologic studies-depresion')",CES-D,center for epidemiologic studies-depresion,1
"('PD', 'phlebodium decumanum')",PD,phlebodium decumanum,1
"('Mesh', 'medical subject heading terms')",Mesh,medical subject heading terms,1
"('ACG', 'adjusted clinical groups\x94')",ACG,adjusted clinical groups,1
"('NRS- 2002', 'nutritional risk screening 2002')",NRS- 2002,nutritional risk screening 2002,1
"('EPC', 'escalas de probabilidad clínica')",EPC,escalas de probabilidad clínica,1
"('FOS', 'fructooligosacáridos')",FOS,fructooligosacáridos,2
"('CV', 'comunitat valenciana')",CV,comunitat valenciana,3
"('EUA', 'estados unidos de américa')",EUA,estados unidos de américa,1
"('MRP', 'modelo de regresión de poisson')",MRP,modelo de regresión de poisson,1
"('TD', 'test de denver')",TD,test de denver,2
"('MFS', 'morse fall scale')",MFS,morse fall scale,1
"('IAL', 'intoxicación aguda por litio')",IAL,intoxicación aguda por litio,1
"('DNN', 'de la nutrición')",DNN,de la nutrición,2
"('AAMCC', 'association of medical chronobiology and chronotherapeutics')",AAMCC,association of medical chronobiology and chronotherapeutics,1
"('EED', 'espasmo esofágico difuso')",EED,espasmo esofágico difuso,1
"('C.A.V.', 'comunidad autónoma vasca')",C.A.V.,comunidad autónoma vasca,1
"('TRRC', 'terapias de reemplazo renal continuo')",TRRC,terapias de reemplazo renal continuo,1
"('HADS', 'hospitalaria de ansiedad y depresion')",HADS,hospitalaria de ansiedad y depresion,1
"('SCIE', 'science citation index expanded')",SCIE,science citation index expanded,1
"('es', 'enfermeras(os) y matronas')",es,enfermeras(os) y matronas,1
"('ACV', 'accidente cerebrovascular')",ACV,accidente cerebrovascular,1
"('LB', 'lesiones bucales')",LB,lesiones bucales,1
"('FRC', 'fístula radiocefálica')",FRC,fístula radiocefálica,1
"('RLM', 'regresión logística múltiple')",RLM,regresión logística múltiple,1
"('ERO', 'especies reactivas de oxígeno')",ERO,especies reactivas de oxígeno,1
"('LQ', 'lesion quirurgica')",LQ,lesion quirurgica,1
"('GEIS', 'gastrointestinales')",GEIS,gastrointestinales,1
"('PPS', 'puntos de prevalencia seriados')",PPS,puntos de prevalencia seriados,1
"('EEG-PS', 'eeg de privacion de sueño')",EEG-PS,eeg de privacion de sueño,1
"('HBP', 'hiperplasia benigna de próstata')",HBP,hiperplasia benigna de próstata,4
"('IR', 'imt, índice de resistencia')",IR,"imt, índice de resistencia",1
"('EN', 'estado nutricional')",EN,estado nutricional,2
"('ERIDA', 'estudio regional de incidentes derivados de la atención')",ERIDA,estudio regional de incidentes derivados de la atención,2
"('PTT/SUH', 'púrpura trombótica trombocitopéncia y síndrome urémico hemolítico')",PTT/SUH,púrpura trombótica trombocitopéncia y síndrome urémico hemolítico,1
"('LM', 'lactancia materna')",LM,lactancia materna,6
"('EPP', 'exceso de peso perdido')",EPP,exceso de peso perdido,1
"('IC95%', 'intervalo de confianza al 95%')",IC95%,intervalo de confianza al 95%,2
"('PPT', 'pacientes politraumáticos')",PPT,pacientes politraumáticos,1
"('SEA', 'sociedad española de arteriosclerosis')",SEA,sociedad española de arteriosclerosis,2
"('SALVAR', 'sistema de administración, logística y vigilancia de antirretrovirales')",SALVAR,"sistema de administración, logística y vigilancia de antirretrovirales",2
"('ECA', 'ensayos controlados aleatorizados')",ECA,ensayos controlados aleatorizados,1
"('Sintrom', 'sometidos a cirugía urológica en tratamiento con acenocumarol')",Sintrom,sometidos a cirugía urológica en tratamiento con acenocumarol,1
"('IA', 'inse\xadguridad alimentaria')",IA,inse­guridad alimentaria,1
"('SARM', 'staphylococcus aureus resistente a la meticilina')",SARM,staphylococcus aureus resistente a la meticilina,1
"('DM', 'deficientes mentales')",DM,deficientes mentales,1
"('PTG', 'pacientes con traumatismo grave')",PTG,pacientes con traumatismo grave,1
"('TAB', 'tasa anual de brotes')",TAB,tasa anual de brotes,1
"('MF', 'mielofibrosis')",MF,mielofibrosis,1
"('CI', 'cardiopatía isquémica')",CI,cardiopatía isquémica,2
"('IRI', 'interpersonal reactivity index')",IRI,interpersonal reactivity index,1
"('TUS', 'trastornos por uso de sustancias')",TUS,trastornos por uso de sustancias,2
"('SIRS', 'síndrome de respuesta inflamatoria sistémica')",SIRS,síndrome de respuesta inflamatoria sistémica,1
"('IL6', 'interleuquina 6')",IL6,interleuquina 6,1
"('ITRD', 'inventario texas revisado de duelo')",ITRD,inventario texas revisado de duelo,1
"('GREC', 'grupo español de cineantropometría')",GREC,grupo español de cineantropometría,1
"('LTSV', 'limitación del tratamiento de soporte vital')",LTSV,limitación del tratamiento de soporte vital,1
"('RENAPREC', 'registro nacional sobre programas de rehabilitación cardíaca en méxico')",RENAPREC,registro nacional sobre programas de rehabilitación cardíaca en méxico,1
"('DE', 'de 30,2 puntos')",DE,"de 30,2 puntos",1
"('HY', 'hoehn y yahr')",HY,hoehn y yahr,1
"('DUSOI', 'duke severity of illness scale')",DUSOI,duke severity of illness scale,1
"('rango', 'recambios de generador. seguimiento medio de 8,4 años')",rango,"recambios de generador. seguimiento medio de 8,4 años",1
"('AVD', 'actividades de la vida diaria')",AVD,actividades de la vida diaria,1
"('PROA', 'programas de optimización de uso de antimicrobianos')",PROA,programas de optimización de uso de antimicrobianos,1
"('PCR', 'proteína c-reactiva')",PCR,proteína c-reactiva,2
"('P/T', 'peso/talla')",P/T,peso/talla,1
"('FISTAC', 'físicos del síndrome de temor a caerse en ancianos')",FISTAC,físicos del síndrome de temor a caerse en ancianos,1
"('MG', 'masa grasa')",MG,masa grasa,2
"('EEB', 'espongiformes bovinas')",EEB,espongiformes bovinas,1
"('NCV', 'nódulos de cuerdas vocales')",NCV,nódulos de cuerdas vocales,2
"('SEGA', 'subependimarios de celulas gigantes')",SEGA,subependimarios de celulas gigantes,1
"('TCA', 'trastornos de la conducta alimentaria')",TCA,trastornos de la conducta alimentaria,6
"('AO', 'asma ocupacional')",AO,asma ocupacional,2
"('MT', 'medicamentos termolábiles')",MT,medicamentos termolábiles,1
"('PEECU', 'programa de evaluación externa de calidad en uroanálisis')",PEECU,programa de evaluación externa de calidad en uroanálisis,1
"('IC', 'imagen corporal')",IC,imagen corporal,1
"('VIH-2', 'virus de la inmunodeficiencia humana de tipo 2')",VIH-2,virus de la inmunodeficiencia humana de tipo 2,3
"('QETA', 'quimioembolización transarterial')",QETA,quimioembolización transarterial,1
"('AA', 'aguda')",AA,aguda,2
"('ELCSA', 'escala latinoamericana y caribeña de seguridad alimentaria')",ELCSA,escala latinoamericana y caribeña de seguridad alimentaria,1
"('HTVC', 'hospital de tortosa verge de la cinta')",HTVC,hospital de tortosa verge de la cinta,1
"('VSP-A', ""vecú et santé perçue de l'adolescent"")",VSP-A,vecú et santé perçue de l'adolescent,1
"('T.E.C.', 'traumatismo encefalocraneal')",T.E.C.,traumatismo encefalocraneal,1
"('GBS', 'gasto de bolsillo en salud')",GBS,gasto de bolsillo en salud,1
"('VG', 'violencia de género')",VG,violencia de género,1
"('LU', 'litiasis urinaria')",LU,litiasis urinaria,1
"('CVC', 'catéter venoso central')",CVC,catéter venoso central,2
"('IR', 'isonimia aleatoria')",IR,isonimia aleatoria,1
"('HUM Mederi', 'hospital universitario mayor mederi')",HUM Mederi,hospital universitario mayor mederi,1
"('DPN', 'derrame pleural neoplásico')",DPN,derrame pleural neoplásico,2
"('EpS', 'educación para la salud')",EpS,educación para la salud,4
"('MBI', 'maslach burnout inventory')",MBI,maslach burnout inventory,2
"('LAM', 'leucemia aguda mieloblástica')",LAM,leucemia aguda mieloblástica,1
"('BGNNF', 'bacilos gramnegativos no fermentadores')",BGNNF,bacilos gramnegativos no fermentadores,1
"('INQoL', 'individualized neuromuscular quality of life')",INQoL,individualized neuromuscular quality of life,1
"('ITS', 'infecciones del torrente sanguíneo')",ITS,infecciones del torrente sanguíneo,2
"('NP', 'nutrición parenteral')",NP,nutrición parenteral,4
"('PAN', 'poliarteritis nodosa')",PAN,poliarteritis nodosa,1
"('NSSS', 'nursing student satisfaction scale')",NSSS,nursing student satisfaction scale,1
"('NBI', 'necesidades básicas insatisfechas')",NBI,necesidades básicas insatisfechas,2
"('EAC', 'estudios aleatorizados controlados')",EAC,estudios aleatorizados controlados,1
"('HDI', 'hemodiálisis intermitente')",HDI,hemodiálisis intermitente,1
"('IC 95%', 'ic 95%: 0,74-0,98] con abc-roc de 0,91')",IC 95%,"ic 95%: 0,74-0,98] con abc-roc de 0,91",1
"('INCMNSZ', 'instituto nacional de ciencias médicas y nutrición salvador zubirán')",INCMNSZ,instituto nacional de ciencias médicas y nutrición salvador zubirán,2
"('CMV', 'citomegalovirus')",CMV,citomegalovirus,1
"('PL', 'punción lumbar')",PL,punción lumbar,1
"('SL', 'sucedáneo de la leche')",SL,sucedáneo de la leche,2
"('ENIGH', 'encuesta nacional de ingresos y gastos de los hogares')",ENIGH,encuesta nacional de ingresos y gastos de los hogares,2
"('PTUIP', 'programa de tamizaje universal e intervención precoz')",PTUIP,programa de tamizaje universal e intervención precoz,2
"('HC', 'hipotiroidismo congénito')",HC,hipotiroidismo congénito,3
"('ITUF-AS', 'ituf relacionada con la atención sanitaria')",ITUF-AS,ituf relacionada con la atención sanitaria,1
"('TAC', 'tomografia axial computarizada')",TAC,tomografia axial computarizada,1
"('IDCV', 'inmunodeficiencia común variable')",IDCV,inmunodeficiencia común variable,5
"('D.A.T.C.', 'diisoamiloxitiocarbanilida')",D.A.T.C.,diisoamiloxitiocarbanilida,1
"('IRAG', 'insuficiencia respiratoria aguda grave')",IRAG,insuficiencia respiratoria aguda grave,1
"('RCE', 'recuperación de la circulación espontánea')",RCE,recuperación de la circulación espontánea,1
"('PGC', 'porcentaje de grasa corporal')",PGC,porcentaje de grasa corporal,1
"('BACOVA', 'balance del contenido vaginal')",BACOVA,balance del contenido vaginal,2
"('HCC', 'hepatitisc crónica')",HCC,hepatitisc crónica,1
"('AINE', 'antiinflamatorios no esteroides')",AINE,antiinflamatorios no esteroides,1
"('TAR', 'tratamientos antirretrovirales')",TAR,tratamientos antirretrovirales,1
"('RECCyL', 'riesgo de enfermedad cardiovascular en castilla y león')",RECCyL,riesgo de enfermedad cardiovascular en castilla y león,1
"('TCA', 'tablas de composición de alimentos')",TCA,tablas de composición de alimentos,1
"('TTPA', 'tromboplastina parcial activada')",TTPA,tromboplastina parcial activada,1
"('RMN', 'resonancia magnética nuclear')",RMN,resonancia magnética nuclear,2
"('MLA', 'malformación linfática abdominal')",MLA,malformación linfática abdominal,1
"('RNICP', 'registro nacional de intervenciones coronarias percutáneas')",RNICP,registro nacional de intervenciones coronarias percutáneas,1
"('IIM', 'intraluminal multicanal')",IIM,intraluminal multicanal,1
"('MP', 'medicina personalizada')",MP,medicina personalizada,1
"('DPNNC', 'derrame pleural neoplásico no complicado')",DPNNC,derrame pleural neoplásico no complicado,2
"('TH', 'terapia hormonal')",TH,terapia hormonal,1
"('OT', 'objetivo terapéutico')",OT,objetivo terapéutico,3
"('iPCSK9', 'inhibidores de proproteína convertasa subtilisina/kexina tipo 9')",iPCSK9,inhibidores de proproteína convertasa subtilisina/kexina tipo 9,2
"('BP', 'bajo peso')",BP,bajo peso,1
"('ESPA', 'escala simplificada para detectar problemas de adherencia')",ESPA,escala simplificada para detectar problemas de adherencia,1
"('CBCL/1.5-5', 'child behavior checklist 1.5-5')",CBCL/1.5-5,child behavior checklist 1.5-5,1
"('GESIDA', 'grupo de estudio de sida')",GESIDA,grupo de estudio de sida,3
"('ISAR', 'identification of seniors at risk')",ISAR,identification of seniors at risk,2
"('AT', 'arteritis de takayasu')",AT,arteritis de takayasu,1
"('SDS-R', 'self-directed search')",SDS-R,self-directed search,1
"('PAM', 'poliangeítis microscópica')",PAM,poliangeítis microscópica,2
"('EP', 'enfermedad periodontal')",EP,enfermedad periodontal,1
"('CC', 'calórico de la dieta')",CC,calórico de la dieta,2
"('RM', 'reconstrucción mamaria')",RM,reconstrucción mamaria,1
"('SW', 'síndrome de wolfram')",SW,síndrome de wolfram,1
"('GV', 'gastrectomía vertical')",GV,gastrectomía vertical,1
"('APPCC', 'análisis de peligros y puntos de control críticos')",APPCC,análisis de peligros y puntos de control críticos,1
"('BC', 'bebidas carbonatadas')",BC,bebidas carbonatadas,1
"('PCHP', 'pro children project')",PCHP,pro children project,1
"('HB', 'hepatitis b')",HB,hepatitis b,2
"('EIP', 'enfermedad inflamatoria pélvica leve y moderada')",EIP,enfermedad inflamatoria pélvica leve y moderada,1
"('EA', 'espondiloartritis anquilosante')",EA,espondiloartritis anquilosante,1
"('VRS', 'virus respiratorio sincicial')",VRS,virus respiratorio sincicial,2
"('FC', 'frecuencia cardiaca')",FC,frecuencia cardiaca,2
"('p&lt', 'problemas asociados a la conducta de juego')",p&lt,problemas asociados a la conducta de juego,1
"('VSR', 'virus sincicial respiratorio')",VSR,virus sincicial respiratorio,1
"('ATPO', 'anti-tiroperoxidasa')",ATPO,anti-tiroperoxidasa,1
"('HC', 'hospitalización convencional')",HC,hospitalización convencional,1
"('ASIA', 'americana de lesion de la medula espinal')",ASIA,americana de lesion de la medula espinal,1
"('RIPQPT', 'registro internacional de productos químicos potencialmente tóxicos')",RIPQPT,registro internacional de productos químicos potencialmente tóxicos,1
"('AV', 'aneurismas venosos')",AV,aneurismas venosos,1
"('DHAS', 'dehidroepiandrosterona sulfato')",DHAS,dehidroepiandrosterona sulfato,1
"('EVC', 'enfermedad cerebrovascular')",EVC,enfermedad cerebrovascular,1
"('HR', 'hipertensión arterial')",HR,hipertensión arterial,1
"('SIOP', 'sociedad internacional de oncología pediátrica')",SIOP,sociedad internacional de oncología pediátrica,1
"('STA', 'sistema de tratamiento del agua')",STA,sistema de tratamiento del agua,1
"('GEVA', 'grupo de enfermedades vasculares de albacete')",GEVA,grupo de enfermedades vasculares de albacete,1
"('DBCP', 'dibromo-3-cloro-propano')",DBCP,dibromo-3-cloro-propano,1
"('C.C.', 'cirugía conservadora')",C.C.,cirugía conservadora,1
"('CaM', 'cáncer de mama')",CaM,cáncer de mama,1
"('LAL', 'leucemias agudas linfoblásticas')",LAL,leucemias agudas linfoblásticas,1
"('Dx/HA', 'dextranómreo/ácido hialurónico')",Dx/HA,dextranómreo/ácido hialurónico,1
"('REVAC', 'red española de vigilancia en alergia de contacto')",REVAC,red española de vigilancia en alergia de contacto,1
"('ECNEI', 'endocarditis infecciosa')",ECNEI,endocarditis infecciosa,1
"('K-M', 'kaplan-meier')",K-M,kaplan-meier,1
"('IMC', 'indice de masa corporal')",IMC,indice de masa corporal,7
"('TAD', 'tensión arterial diastólica')",TAD,tensión arterial diastólica,1
"('IU', 'infección urinaria')",IU,infección urinaria,1
"('CAV-AEP', 'calendario de vacunaciones de la asociación española de pediatría')",CAV-AEP,calendario de vacunaciones de la asociación española de pediatría,4
"('PC', 'parálisis cerebral')",PC,parálisis cerebral,1
"('EC', 'enfermedad de crohn')",EC,enfermedad de crohn,1
"('TIR', 'tuberculosis e infecciones respiratorias')",TIR,tuberculosis e infecciones respiratorias,2
"('ECA', 'estudios clinicos aleatorizados')",ECA,estudios clinicos aleatorizados,1
"('TDR', 'tesis doctorales en red')",TDR,tesis doctorales en red,1
"('CAPS', 'cardiff anomalous perceptions scale')",CAPS,cardiff anomalous perceptions scale,1
"('MPVh', 'metapneumovirus humano')",MPVh,metapneumovirus humano,1
"('SMS', 'servicio murciano de salud')",SMS,servicio murciano de salud,3
"('VDA', 'volumen de dieta administrada')",VDA,volumen de dieta administrada,1
"('ASIS', 'análisis de situación de salud')",ASIS,análisis de situación de salud,1
"('SENP', 'sociedad española de neumología pediátrica')",SENP,sociedad española de neumología pediátrica,1
"('PpR', 'presupuesto por resultados')",PpR,presupuesto por resultados,1
"('SAFP', 'síndrome antifosfolípido primario')",SAFP,síndrome antifosfolípido primario,1
"('Nematoda', 'nematodo romanomermis iyengari')",Nematoda,nematodo romanomermis iyengari,1
"('ESO', 'enseñanza secundaria obligatoria')",ESO,enseñanza secundaria obligatoria,1
"('LMA', 'leucemia mieloide aguda')",LMA,leucemia mieloide aguda,3
"('Acari', 'amblyomma triste en simpatría con amblyomma tigrinum')",Acari,amblyomma triste en simpatría con amblyomma tigrinum,1
"('PCE', 'programa comedores escolares')",PCE,programa comedores escolares,1
"('UCIP', 'unidad de cuidado intensivo pediátrico')",UCIP,unidad de cuidado intensivo pediátrico,1
"('CHB', 'comités hospitalarios de bioética')",CHB,comités hospitalarios de bioética,1
"('FINC-NA', 'familia en los cuidados de enfermería. validación de la versión española')",FINC-NA,familia en los cuidados de enfermería. validación de la versión española,1
"('IIU', 'inseminación intrauterina')",IIU,inseminación intrauterina,1
"('CPTD', 'colangio-pancreatografía transduodenoscópica')",CPTD,colangio-pancreatografía transduodenoscópica,1
"('CFTNM', 'carcinoma familiar del tiroides no medular')",CFTNM,carcinoma familiar del tiroides no medular,1
"('DE 31.52', 'de 31.52 mmhg')",DE 31.52,de 31.52 mmhg,1
"('Acari', 'abundancia relativa de amblyomma spp.')",Acari,abundancia relativa de amblyomma spp.,1
"('ERCT', 'enfermedad renal crónica terminal')",ERCT,enfermedad renal crónica terminal,4
"('SLE', 'systemic lupus erythematosus')",SLE,systemic lupus erythematosus,1
"('FDAEI', 'frecuencia de descarga de la actividad epileptiforme interictal')",FDAEI,frecuencia de descarga de la actividad epileptiforme interictal,1
"('ECA', 'enzima conversora de angiotensina')",ECA,enzima conversora de angiotensina,2
"('SOP', 'síndrome de ovario poliquístico')",SOP,síndrome de ovario poliquístico,1
"('GGT', 'gama glutamil transferasa')",GGT,gama glutamil transferasa,1
"('EHEC', 'enterohemorrágico')",EHEC,enterohemorrágico,1
"('ATC', 'artroplastia total de cadera')",ATC,artroplastia total de cadera,1
"('UVI', 'unidad de vigilancia intensiva')",UVI,unidad de vigilancia intensiva,1
"('EvW', 'enfermedad de von willebrand')",EvW,enfermedad de von willebrand,2
"('edad media', 'enero 2014. se recogieron datos demográficos y clínicos. resultados: se incluyeron 15 pacientes')",edad media,enero 2014. se recogieron datos demográficos y clínicos. resultados: se incluyeron 15 pacientes,1
"('ER', 'enfermedades respiratorias')",ER,enfermedades respiratorias,1
"('GPC', 'guías de práctica clínica')",GPC,guías de práctica clínica,3
"('EMBL', 'epilepsia mioclonica benigna del lactante')",EMBL,epilepsia mioclonica benigna del lactante,1
"('B.R.', 'biopsias randomizadas')",B.R.,biopsias randomizadas,1
"('ICV', 'indice de calidad de vida')",ICV,indice de calidad de vida,1
"('EAPAF', 'escala de autopercepción de la aptitud física')",EAPAF,escala de autopercepción de la aptitud física,1
"('DM', 'dismorfia muscular')",DM,dismorfia muscular,4
"('c-HDL', 'colesterol hdl')",c-HDL,colesterol hdl,1
"('Rop', 'ropivacaína')",Rop,ropivacaína,1
"('CEIPC', 'comité español interdisciplinario para la prevención cardiovascular')",CEIPC,comité español interdisciplinario para la prevención cardiovascular,1
"('TEA', 'trastornos del espectro autista')",TEA,trastornos del espectro autista,8
"('ST', 'sepsis tardía')",ST,sepsis tardía,1
"('DS', 'desviación estándar')",DS,desviación estándar,1
"('ENH', 'encuesta de nutrición hospitalaria')",ENH,encuesta de nutrición hospitalaria,1
"('BP', 'bordetella pertussis')",BP,bordetella pertussis,1
"('AM', 'adultos mayores')",AM,adultos mayores,5
"('ICIQ-SF', 'incontinence questionnaire short-form')",ICIQ-SF,incontinence questionnaire short-form,2
"('SUH', 'servicio de urgencias hospitalario')",SUH,servicio de urgencias hospitalario,10
"('MTP', 'metilprednisolona')",MTP,metilprednisolona,1
"('DE 3,8', 'de 11,8')","DE 3,8","de 11,8",1
"('EPOC', 'enfermedad pulmonar obstructiva cronica')",EPOC,enfermedad pulmonar obstructiva cronica,1
"('TAB', 'tasa anualizada de brotes')",TAB,tasa anualizada de brotes,1
"('WURS', 'wender-utah rating scale')",WURS,wender-utah rating scale,1
"('Cr', 'creatinina')",Cr,creatinina,1
"('TCSS', 'toronto clinical scoring system')",TCSS,toronto clinical scoring system,1
"('LANL', 'leucemia aguda no linfoblástica')",LANL,leucemia aguda no linfoblástica,1
"('SChS', 'síndrome de churg-strauss')",SChS,síndrome de churg-strauss,1
"('VPH', 'virus de papiloma humano')",VPH,virus de papiloma humano,6
"('HECMNSXXI', 'hospital de especialidades del centro médico nacional siglo xxi')",HECMNSXXI,hospital de especialidades del centro médico nacional siglo xxi,1
"('Chile', 'consumo habitual por la población humana de valdivia')",Chile,consumo habitual por la población humana de valdivia,1
"('ARM', 'aceite de rosa mosqueta')",ARM,aceite de rosa mosqueta,1
"('GER', 'gasto energético en reposo')",GER,gasto energético en reposo,3
"('CCC', 'cáncer de cabeza y cuello')",CCC,cáncer de cabeza y cuello,2
"('HNHU', 'hospital nacional hipolito unanue')",HNHU,hospital nacional hipolito unanue,1
"('GRECA', 'grupo de estudio de la calidad asistencial')",GRECA,grupo de estudio de la calidad asistencial,1
"('IMSS', 'instituto mexicano seguro social')",IMSS,instituto mexicano seguro social,1
"('CAFYD', 'ciencias de la actividad física y del deporte')",CAFYD,ciencias de la actividad física y del deporte,2
"('ASSIST', 'and substance involvement screening test')",ASSIST,and substance involvement screening test,1
"('NCT', 'nefropatía crónica del trasplante')",NCT,nefropatía crónica del trasplante,1
"('TTVCI', 'trombosis tumoral en vena cava inferior')",TTVCI,trombosis tumoral en vena cava inferior,1
"('IMP', 'internado médico de pregrado')",IMP,internado médico de pregrado,1
"('AL', 'ascaris lumbricoides')",AL,ascaris lumbricoides,1
"('TIAM', 'trombectomia intraarterial mecanica')",TIAM,trombectomia intraarterial mecanica,1
"('RTA', 'retiniano')",RTA,retiniano,1
"('CC', 'contorno de cintura')",CC,contorno de cintura,5
"('ICNND', 'interdepartamental commitee on nutririon for national defense')",ICNND,interdepartamental commitee on nutririon for national defense,1
"('AC', 'anticuerpos')",AC,anticuerpos,1
"('BCG', 'bacillus calmette-guerin')",BCG,bacillus calmette-guerin,2
"('RSIM', 'romanian society of internal medicine')",RSIM,romanian society of internal medicine,1
"('IES', 'institutos de enseñanza secundaria')",IES,institutos de enseñanza secundaria,1
"('Hb', 'hemoglobina')",Hb,hemoglobina,3
"('SEMICYUC', 'sociedad española de medicina intensiva crítica y unidades coronarias')",SEMICYUC,sociedad española de medicina intensiva crítica y unidades coronarias,1
"('SURPS', 'substance use risk profile scale')",SURPS,substance use risk profile scale,1
"('EEH', 'exceso de estancia hospitalaria')",EEH,exceso de estancia hospitalaria,1
"('UCIN', 'unidad de cuidados intensivos neonatales')",UCIN,unidad de cuidados intensivos neonatales,2
"('CCU', 'centro coordinador de urgencias')",CCU,centro coordinador de urgencias,1
"('PCAV', 'prueba de actitudes y conocimientos sobre la vejez')",PCAV,prueba de actitudes y conocimientos sobre la vejez,1
"('VSG-GP', 'valoración subjetiva global generada por el paciente')",VSG-GP,valoración subjetiva global generada por el paciente,1
"('GINA', 'global initiative for asthma')",GINA,global initiative for asthma,2
"('LEG', 'lupus eritematoso generalizado')",LEG,lupus eritematoso generalizado,1
"('AMA', 'antimiosina')",AMA,antimiosina,1
"('NET', 'necrosis epidérmica tóxica')",NET,necrosis epidérmica tóxica,1
"('TSFR', 'terapias sustitutivas de la función renal')",TSFR,terapias sustitutivas de la función renal,1
"('HICORIN®', 'higiene corporal infantil')",HICORIN®,higiene corporal infantil,1
"('PCRus', 'proteína c reactiva ultrasensible')",PCRus,proteína c reactiva ultrasensible,2
"('RG', 'respuesta glicémica')",RG,respuesta glicémica,1
"('NOX', 'nadph oxidasa')",NOX,nadph oxidasa,1
"('CS', 'centros de salud')",CS,centros de salud,1
"('FAP', 'fuga aérea persistente')",FAP,fuga aérea persistente,1
"('EAP', 'espondiloartropatias')",EAP,espondiloartropatias,1
"('URANO', 'uso racional de los antibióticos orales')",URANO,uso racional de los antibióticos orales,1
"('Zn', 'zinc')",Zn,zinc,1
"('AM', 'alteraciones metabólicas')",AM,alteraciones metabólicas,1
"('ASPB', 'agencia de salud pública de barcelona')",ASPB,agencia de salud pública de barcelona,1
"('VIH-1', 'virus de la inmunodeficiencia humana tipo 1')",VIH-1,virus de la inmunodeficiencia humana tipo 1,5
"('SOAT', 'seguro obligatorio contra accidentes de tránsito')",SOAT,seguro obligatorio contra accidentes de tránsito,1
"('CB', 'circunferencia del brazo')",CB,circunferencia del brazo,2
"('ECI-4', 'early childhood inventory-4')",ECI-4,early childhood inventory-4,2
"('AIC', ""akaike's information criterion"")",AIC,akaike's information criterion,1
"('EM', 'esclerosis múltiple')",EM,esclerosis múltiple,2
"('DMA', 'dimetilarsínico')",DMA,dimetilarsínico,1
"('DVA', 'de voluntades anticipadas')",DVA,de voluntades anticipadas,1
"('ERC', 'enfermedades respiratorias crónicas')",ERC,enfermedades respiratorias crónicas,1
"('LD', 'líquido de diálisis')",LD,líquido de diálisis,3
"('PEPSI', 'programa de investigaciones en epidemiología psiquiátrica')",PEPSI,programa de investigaciones en epidemiología psiquiátrica,1
"('PVA', 'programa de vacunación de andalucía')",PVA,programa de vacunación de andalucía,2
"('MNIO', 'monitorizacion neurofisiologica intraoperatoria')",MNIO,monitorizacion neurofisiologica intraoperatoria,1
"('LJ', 'lowenstein-jensen')",LJ,lowenstein-jensen,1
"('EC-PC', 'escala de convivencia con un proceso cronico')",EC-PC,escala de convivencia con un proceso cronico,1
"('I.E.I.', 'informe de enfermería al ingreso')",I.E.I.,informe de enfermería al ingreso,1
"('NNIS', 'nosocomial infection surveillance')",NNIS,nosocomial infection surveillance,1
"('UMF', 'unidades de medicina familiar')",UMF,unidades de medicina familiar,1
"('FANs', 'florecimiento de algas nocivas')",FANs,florecimiento de algas nocivas,1
"('LCR', 'líquido cefalorraquídeo')",LCR,líquido cefalorraquídeo,2
"('DIGS', 'diagnóstica para estudios genéticos')",DIGS,diagnóstica para estudios genéticos,2
"('EE', 'estándar del estimador')",EE,estándar del estimador,1
"('PRESENCIAP', 'prevención secundaria de la cardiopatía isquémica en la atención primaria')",PRESENCIAP,prevención secundaria de la cardiopatía isquémica en la atención primaria,1
"('EII', 'enfermedad inflamatoria intestinal')",EII,enfermedad inflamatoria intestinal,3
"('TUS', 'trastorno por uso de sustancias')",TUS,trastorno por uso de sustancias,1
"('PB', 'perímetro braquial')",PB,perímetro braquial,2
"('EEG', 'electroencefalografia')",EEG,electroencefalografia,1
"('GesEPOC', 'guía española de la epoc')",GesEPOC,guía española de la epoc,4
"('FRV', 'factores de riesgo vascular')",FRV,factores de riesgo vascular,1
"('SIER-CV', 'sistema de información de enfermedades raras de la cv')",SIER-CV,sistema de información de enfermedades raras de la cv,1
"('RETOSS', 'reumatología y osteoporosis')",RETOSS,reumatología y osteoporosis,1
"('GATE', 'grupo de operaciones tácticas especiales')",GATE,grupo de operaciones tácticas especiales,2
"('SWH', 'sindrome de wolf-hirschhorn')",SWH,sindrome de wolf-hirschhorn,2
"('SIR', 'susceptible-infectado-recuperado')",SIR,susceptible-infectado-recuperado,2
"('MCF', 'malformaciones creaneofaciales')",MCF,malformaciones creaneofaciales,1
"('SPPB', 'short physical performance battery')",SPPB,short physical performance battery,1
"('Me', 'medianas')",Me,medianas,1
"('HP', 'hemicranea paroxistica')",HP,hemicranea paroxistica,1
